Image Name,Element ID,Type,Bounding Box,Normalized Bounding Box,Interactivity,Interaction Type,Content,OCR Confidence,IOU with Previous,Dominant Color
frame_0009.jpg,753d9c4943,icon,"[841, 962, 877, 993]","[0.4473958333333333, 0.9050925925925926, 0.01875, 0.028703703703703703]",TRUE,Clickable,No object detected.,0,0,"(180, 184, 195)"
frame_0009.jpg,b9f26a8cc5,icon,"[1550, 965, 1631, 993]","[0.8283854166666667, 0.9064814814814814, 0.0421875, 0.025925925925925925]",TRUE,Clickable,No object detected.,0,0,"(201, 209, 220)"
frame_0009.jpg,f614cd1173,icon,"[97, 180, 125, 209]","[0.0578125, 0.18009259259259258, 0.014583333333333334, 0.026851851851851852]",TRUE,Clickable,No object detected.,0,0,"(124, 157, 187)"
frame_0009.jpg,d5a5364501,icon,"[1275, 83, 1306, 114]","[0.6721354166666667, 0.0912037037037037, 0.016145833333333335, 0.028703703703703703]",TRUE,Clickable,No object detected.,0,0,"(223, 223, 220)"
frame_0009.jpg,474e4b83cf,icon,"[2, 1046, 127, 1076]","[0.03359375, 0.9824074074074074, 0.06510416666666667, 0.027777777777777776]",TRUE,Clickable,No object detected.,0,0,"(26, 26, 26)"
frame_0009.jpg,83f7d57979,icon,"[535, 961, 568, 993]","[0.2872395833333333, 0.9046296296296297, 0.0171875, 0.02962962962962963]",TRUE,Clickable,No object detected.,0,0,"(121, 176, 227)"
frame_0009.jpg,e148f28eb5,icon,"[591, 962, 639, 990]","[0.3203125, 0.9037037037037037, 0.025, 0.025925925925925925]",TRUE,Clickable,No object detected.,0,0,"(220, 224, 230)"
frame_0009.jpg,e1b49a8eff,icon,"[783, 83, 885, 111]","[0.434375, 0.08981481481481482, 0.053125, 0.025925925925925925]",TRUE,Clickable,No object detected.,0,0,"(220, 221, 218)"
frame_0009.jpg,6d3a48433f,icon,"[1314, 81, 1339, 115]","[0.6908854166666667, 0.09074074074074075, 0.013020833333333334, 0.03148148148148148]",TRUE,Clickable,No object detected.,0,0,"(227, 228, 226)"
frame_0009.jpg,ccc6eb6ff9,icon,"[59, 87, 99, 110]","[0.04114583333333333, 0.0912037037037037, 0.020833333333333332, 0.021296296296296296]",TRUE,Clickable,"The image is blurred, but it appears to be a close up of a person's face. The person is wearing a white shirt and has a serious expression on their face, as if they are deep in thought.",0,0,"(193, 220, 210)"
frame_0009.jpg,832ddd427c,icon,"[1246, 877, 1631, 906]","[0.74921875, 0.825462962962963, 0.20052083333333334, 0.026851851851851852]",TRUE,Clickable,a black and white photo of a man in a suit and tie,0,0,"(223, 222, 222)"
frame_0009.jpg,528bc0da9a,icon,"[1, 957, 53, 997]","[0.0140625, 0.9046296296296297, 0.027083333333333334, 0.037037037037037035]",TRUE,Clickable,No object detected.,0,0,"(191, 213, 233)"
frame_0009.jpg,1f10f30074,icon,"[112, 385, 167, 410]","[0.07265625, 0.3680555555555556, 0.028645833333333332, 0.023148148148148147]",TRUE,Clickable,No object detected.,0,0,"(98, 154, 214)"
frame_0009.jpg,3041924367,icon,"[5, 179, 90, 210]","[0.024739583333333332, 0.18009259259259258, 0.044270833333333336, 0.028703703703703703]",TRUE,Clickable,No object detected.,0,0,"(162, 175, 192)"
frame_0009.jpg,10692428d0,icon,"[1451, 962, 1486, 991]","[0.76484375, 0.9041666666666667, 0.018229166666666668, 0.026851851851851852]",TRUE,Clickable,No object detected.,0,0,"(203, 211, 222)"
frame_0009.jpg,675d0e6c02,icon,"[1236, 84, 1265, 114]","[0.6513020833333333, 0.09166666666666666, 0.015104166666666667, 0.027777777777777776]",TRUE,Clickable,No object detected.,0,0,"(224, 225, 222)"
frame_0009.jpg,b8c1a7b9fb,icon,"[646, 910, 675, 949]","[0.34401041666666665, 0.8606481481481482, 0.015104166666666667, 0.03611111111111111]",TRUE,Clickable,No object detected.,0,0,"(150, 199, 204)"
frame_0009.jpg,cf2e7fc952,icon,"[173, 388, 197, 410]","[0.09635416666666667, 0.36944444444444446, 0.0125, 0.020370370370370372]",TRUE,Clickable,No object detected.,0,0,"(216, 220, 230)"
frame_0009.jpg,59ab23adf3,icon,"[1415, 962, 1439, 991]","[0.7432291666666667, 0.9041666666666667, 0.0125, 0.026851851851851852]",TRUE,Clickable,No object detected.,0,0,"(203, 205, 208)"
frame_0009.jpg,38e5b4c3aa,icon,"[1713, 456, 1872, 619]","[0.93359375, 0.4976851851851852, 0.0828125, 0.15092592592592594]",TRUE,Clickable,No object detected.,0,0,"(158, 167, 172)"
frame_0009.jpg,5c7f4f82bb,icon,"[601, 909, 634, 946]","[0.3216145833333333, 0.8587962962962963, 0.0171875, 0.03425925925925926]",TRUE,Clickable,No object detected.,0,0,"(143, 130, 147)"
frame_0009.jpg,5a04b0fc7a,icon,"[1537, 85, 1568, 113]","[0.80859375, 0.09166666666666666, 0.016145833333333335, 0.025925925925925925]",TRUE,Clickable,No object detected.,0,0,"(229, 229, 227)"
frame_0009.jpg,1e9d3600c5,icon,"[1392, 83, 1419, 114]","[0.73203125, 0.0912037037037037, 0.0140625, 0.028703703703703703]",TRUE,Clickable,No object detected.,0,0,"(217, 218, 216)"
frame_0009.jpg,f2e17fedca,icon,"[789, 211, 931, 253]","[0.4479166666666667, 0.21481481481481482, 0.07395833333333333, 0.03888888888888889]",TRUE,Clickable,No object detected.,0,0,"(159, 160, 168)"
frame_0009.jpg,b9f84a855d,icon,"[1578, 83, 1603, 112]","[0.8283854166666667, 0.09027777777777778, 0.013020833333333334, 0.026851851851851852]",TRUE,Clickable,No object detected.,0,0,"(218, 219, 216)"
frame_0009.jpg,6ea6e321ab,icon,"[1348, 80, 1382, 116]","[0.7109375, 0.09074074074074075, 0.017708333333333333, 0.03333333333333333]",TRUE,Clickable,No object detected.,0,0,"(227, 227, 226)"
frame_0009.jpg,35625d014c,icon,"[499, 242, 523, 268]","[0.26614583333333336, 0.2361111111111111, 0.0125, 0.024074074074074074]",TRUE,Clickable,No object detected.,0,0,"(206, 210, 223)"
frame_0009.jpg,2843941ec8,icon,"[680, 910, 715, 950]","[0.36328125, 0.8611111111111112, 0.018229166666666668, 0.037037037037037035]",TRUE,Clickable,No object detected.,0,0,"(185, 181, 186)"
frame_0009.jpg,163ba0e892,icon,"[1499, 959, 1534, 992]","[0.78984375, 0.9032407407407408, 0.018229166666666668, 0.030555555555555555]",TRUE,Clickable,No object detected.,0,0,"(201, 209, 220)"
frame_0009.jpg,e0be50fa14,icon,"[1031, 148, 1094, 172]","[0.5533854166666666, 0.14814814814814814, 0.0328125, 0.022222222222222223]",TRUE,Clickable,No object detected.,0,0,"(180, 180, 182)"
frame_0009.jpg,98b5dd7e6b,icon,"[499, 367, 526, 399]","[0.2669270833333333, 0.35462962962962963, 0.0140625, 0.02962962962962963]",TRUE,Clickable,No object detected.,0,0,"(180, 180, 196)"
frame_0009.jpg,c6366c0eb8,icon,"[953, 910, 990, 946]","[0.5059895833333333, 0.8592592592592593, 0.019270833333333334, 0.03333333333333333]",TRUE,Clickable,No object detected.,0,0,"(181, 172, 180)"
frame_0009.jpg,c5f9a8b094,icon,"[1504, 84, 1532, 114]","[0.790625, 0.09166666666666666, 0.014583333333333334, 0.027777777777777776]",TRUE,Clickable,No object detected.,0,0,"(224, 224, 222)"
frame_0009.jpg,c696a7909e,icon,"[5, 85, 60, 110]","[0.016927083333333332, 0.09027777777777778, 0.028645833333333332, 0.023148148148148147]",TRUE,Clickable,No object detected.,0,0,"(240, 217, 204)"
frame_0009.jpg,7c56595b15,icon,"[1, 223, 163, 244]","[0.042708333333333334, 0.2162037037037037, 0.084375, 0.019444444444444445]",TRUE,Clickable,No object detected.,0,0,"(199, 200, 201)"
frame_0009.jpg,6db9246bc2,icon,"[913, 911, 945, 944]","[0.48385416666666664, 0.8587962962962963, 0.016666666666666666, 0.030555555555555555]",TRUE,Clickable,No object detected.,0,0,"(184, 180, 179)"
frame_0009.jpg,3b1293bc50,icon,"[133, 181, 164, 210]","[0.07734375, 0.18101851851851852, 0.016145833333333335, 0.026851851851851852]",TRUE,Clickable,No object detected.,0,0,"(216, 153, 123)"
frame_0009.jpg,c52914be28,icon,"[1370, 949, 1417, 1007]","[0.72578125, 0.9055555555555556, 0.024479166666666666, 0.053703703703703705]",TRUE,Clickable,No object detected.,0,0,"(211, 218, 230)"
frame_0009.jpg,b88e2ac610,icon,"[1251, 702, 1669, 785]","[0.7604166666666666, 0.6884259259259259, 0.21770833333333334, 0.07685185185185185]",TRUE,Clickable,The image,0,0,"(208, 209, 210)"
frame_0009.jpg,cc01201757,icon,"[500, 195, 525, 225]","[0.2669270833333333, 0.19444444444444445, 0.013020833333333334, 0.027777777777777776]",TRUE,Clickable,No object detected.,0,0,"(197, 208, 213)"
frame_0009.jpg,72493f783f,icon,"[1426, 80, 1455, 116]","[0.7502604166666667, 0.09074074074074075, 0.015104166666666667, 0.03333333333333333]",TRUE,Clickable,No object detected.,0,0,"(232, 233, 231)"
frame_0009.jpg,d7ee5e4a1d,icon,"[983, 148, 1020, 172]","[0.5216145833333333, 0.14814814814814814, 0.019270833333333334, 0.022222222222222223]",TRUE,Clickable,No object detected.,0,0,"(179, 180, 181)"
frame_0009.jpg,6d3d5e2e15,icon,"[564, 785, 616, 807]","[0.3072916666666667, 0.737037037037037, 0.027083333333333334, 0.020370370370370372]",TRUE,Clickable,No object detected.,0,0,"(221, 221, 224)"
frame_0009.jpg,a31b0e7a79,icon,"[0, 245, 159, 269]","[0.04140625, 0.23796296296296296, 0.0828125, 0.022222222222222223]",TRUE,Clickable,a black and white photo of a man in a suit and tie,0,0,"(213, 215, 216)"
frame_0009.jpg,02c76ba5f6,icon,"[0, 883, 170, 950]","[0.044270833333333336, 0.8486111111111111, 0.08854166666666667, 0.062037037037037036]",TRUE,Clickable,No object detected.,0,0,"(207, 208, 207)"
frame_0010.jpg,5c5687e232,text,"[20, 127, 100, 144]","[0.03125, 0.12546296296296297, 0.041666666666666664, 0.01574074074074074]",FALSE,Text,hyperMILL?,0,0,"(205, 206, 209)"
frame_0010.jpg,792bf285f7,text,"[145, 127, 223, 143]","[0.09583333333333334, 0.125, 0.040625, 0.014814814814814815]",FALSE,Text,FOR RESALE,0,0,"(201, 202, 204)"
frame_0010.jpg,47cfbb2bc6,text,"[233, 127, 339, 144]","[0.14895833333333333, 0.12546296296296297, 0.05520833333333333, 0.01574074074074074]",FALSE,Text,DWac{ Dropbox,0,0,"(204, 206, 208)"
frame_0010.jpg,8f44d45eb4,text,"[358, 127, 573, 144]","[0.24244791666666668, 0.12546296296296297, 0.11197916666666667, 0.01574074074074074]",FALSE,Text,Business 316lSpotSizeWalls  2022_,0,0,"(202, 203, 205)"
frame_0010.jpg,3ccc404eaa,text,"[648, 124, 792, 144]","[0.375, 0.12407407407407407, 0.075, 0.018518518518518517]",FALSE,Text,Wall3o 316L Wallhmc],0,0,"(209, 210, 212)"
frame_0010.jpg,108993c4ee,text,"[105, 152, 149, 168]","[0.06614583333333333, 0.14814814814814814, 0.022916666666666665, 0.014814814814814815]",FALSE,Text,Select,0,0,"(151, 152, 153)"
frame_0010.jpg,4eaf5d4bb9,text,"[166, 148, 228, 174]","[0.10260416666666666, 0.14907407407407408, 0.03229166666666667, 0.024074074074074074]",FALSE,Text,Drafting,0,0,"(165, 166, 167)"
frame_0010.jpg,38af2921d7,text,"[313, 151, 365, 172]","[0.1765625, 0.14953703703703702, 0.027083333333333334, 0.019444444444444445]",FALSE,Text,Shapes,0,0,"(158, 157, 157)"
frame_0010.jpg,2d739de51f,text,"[384, 155, 442, 168]","[0.21510416666666668, 0.14953703703703702, 0.030208333333333334, 0.012037037037037037]",FALSE,Text,Features,0,0,"(135, 136, 137)"
frame_0010.jpg,891622c859,text,"[463, 152, 527, 168]","[0.2578125, 0.14814814814814814, 0.03333333333333333, 0.014814814814814815]",FALSE,Text,Booleans,0,0,"(152, 151, 152)"
frame_0010.jpg,95ffdc7325,text,"[547, 152, 596, 170]","[0.29765625, 0.14907407407407408, 0.025520833333333333, 0.016666666666666666]",FALSE,Text,Modify,0,0,"(146, 147, 148)"
frame_0010.jpg,26c393745e,text,"[671, 155, 746, 170]","[0.3690104166666667, 0.15046296296296297, 0.0390625, 0.013888888888888888]",FALSE,Text,Workplane,0,0,"(134, 135, 135)"
frame_0010.jpg,b96c5ba0c6,text,"[767, 155, 801, 170]","[0.4083333333333333, 0.15046296296296297, 0.017708333333333333, 0.013888888888888888]",FALSE,Text,Tags,0,0,"(141, 141, 141)"
frame_0010.jpg,8ea6a7b47e,text,"[818, 152, 877, 170]","[0.44140625, 0.14907407407407408, 0.030729166666666665, 0.016666666666666666]",FALSE,Text,Analysis,0,0,"(153, 153, 155)"
frame_0010.jpg,a90d2c4d30,text,"[1087, 151, 1125, 170]","[0.5760416666666667, 0.1486111111111111, 0.019791666666666666, 0.017592592592592594]",FALSE,Text,Help,0,0,"(159, 159, 158)"
frame_0010.jpg,2a1d40f14f,text,"[532, 197, 642, 212]","[0.30572916666666666, 0.18935185185185185, 0.057291666666666664, 0.013888888888888888]",FALSE,Text,Project Assistant__,0,0,"(207, 207, 207)"
frame_0010.jpg,cc1b868640,text,"[5, 218, 82, 235]","[0.02265625, 0.20972222222222223, 0.04010416666666667, 0.01574074074074074]",FALSE,Text,Cocrdinates,0,0,"(195, 193, 193)"
frame_0010.jpg,0950e1dd15,text,"[207, 224, 256, 238]","[0.12057291666666667, 0.21388888888888888, 0.025520833333333333, 0.012962962962962963]",FALSE,Text,Mecros,0,0,"(206, 205, 206)"
frame_0010.jpg,eadda88930,text,"[531, 223, 557, 238]","[0.2833333333333333, 0.21342592592592594, 0.013541666666666667, 0.013888888888888888]",FALSE,Text,Job,0,0,"(213, 213, 213)"
frame_0010.jpg,b960b24d9b,text,"[707, 223, 741, 238]","[0.3770833333333333, 0.21342592592592594, 0.017708333333333333, 0.013888888888888888]",FALSE,Text,Shift,0,0,"(206, 206, 208)"
frame_0010.jpg,4a1e2c1ce8,text,"[1253, 217, 1336, 238]","[0.67421875, 0.21064814814814814, 0.043229166666666666, 0.019444444444444445]",FALSE,Text,Swiping grid,0,0,"(202, 202, 203)"
frame_0010.jpg,7f17ad4633,text,"[38, 242, 90, 262]","[0.03333333333333333, 0.23333333333333334, 0.027083333333333334, 0.018518518518518517]",FALSE,Text,-48.675,0,0,"(211, 211, 211)"
frame_0010.jpg,407418f655,text,"[133, 242, 170, 262]","[0.07890625, 0.23333333333333334, 0.019270833333333334, 0.018518518518518517]",FALSE,Text,53.75,0,0,"(211, 210, 211)"
frame_0010.jpg,6089c4d406,text,"[207, 248, 258, 265]","[0.12109375, 0.2375, 0.0265625, 0.01574074074074074]",FALSE,Text,Replece,0,0,"(209, 209, 210)"
frame_0010.jpg,9b8d9d59c6,text,"[531, 248, 558, 265]","[0.28359375, 0.2375, 0.0140625, 0.01574074074074074]",FALSE,Text,Job,0,0,"(217, 217, 219)"
frame_0010.jpg,aca03fa033,text,"[5, 278, 38, 295]","[0.011197916666666667, 0.2652777777777778, 0.0171875, 0.01574074074074074]",FALSE,Text,CAM,0,0,"(190, 189, 190)"
frame_0010.jpg,31ebdb6f41,text,"[207, 283, 279, 299]","[0.1265625, 0.26944444444444443, 0.0375, 0.014814814814814815]",FALSE,Text,Assaciative,0,0,"(210, 209, 209)"
frame_0010.jpg,5b128e8b5d,text,"[305, 285, 337, 300]","[0.1671875, 0.2708333333333333, 0.016666666666666666, 0.013888888888888888]",FALSE,Text,copy,0,0,"(208, 207, 208)"
frame_0010.jpg,d21187269c,text,"[532, 280, 630, 299]","[0.3026041666666667, 0.26805555555555555, 0.051041666666666666, 0.017592592592592594]",FALSE,Text,Compound job,0,0,"(218, 217, 218)"
frame_0010.jpg,64e7962c14,text,"[1326, 246, 1384, 298]","[0.7057291666666666, 0.2518518518518518, 0.030208333333333334, 0.04814814814814815]",FALSE,Text,2i,0,0,"(174, 173, 169)"
frame_0010.jpg,25db11c8fc,text,"[11, 307, 41, 318]","[0.013541666666666667, 0.28935185185185186, 0.015625, 0.010185185185185186]",FALSE,Text,Jabs,0,0,"(193, 191, 193)"
frame_0010.jpg,51ab911674,text,"[56, 307, 90, 321]","[0.03802083333333333, 0.29074074074074074, 0.017708333333333333, 0.012962962962962963]",FALSE,Text,Tools,0,0,"(200, 199, 201)"
frame_0010.jpg,47b303743b,text,"[102, 305, 149, 324]","[0.06536458333333334, 0.2912037037037037, 0.024479166666666666, 0.017592592592592594]",FALSE,Text,Frames,0,0,"(210, 210, 211)"
frame_0010.jpg,e4d34db7c3,text,"[207, 307, 348, 325]","[0.14453125, 0.29259259259259257, 0.0734375, 0.016666666666666666]",FALSE,Text,Addto compaund job,0,0,"(215, 214, 215)"
frame_0010.jpg,35dabd35bd,text,"[528, 303, 606, 327]","[0.2953125, 0.2916666666666667, 0.040625, 0.022222222222222223]",FALSE,Text,Linking job,0,0,"(224, 223, 225)"
frame_0010.jpg,0388944b0b,text,"[68, 330, 122, 347]","[0.049479166666666664, 0.31342592592592594, 0.028125, 0.01574074074074074]",FALSE,Text,35316L,0,0,"(206, 205, 211)"
frame_0010.jpg,c2d4c4b46f,text,"[251, 332, 322, 352]","[0.14921875, 0.31666666666666665, 0.03697916666666667, 0.018518518518518517]",FALSE,Text,linking job,0,0,"(216, 217, 217)"
frame_0010.jpg,d7cc5b177d,text,"[578, 335, 655, 352]","[0.32109375, 0.31805555555555554, 0.04010416666666667, 0.01574074074074074]",FALSE,Text,job turning,0,0,"(214, 213, 215)"
frame_0010.jpg,a00f541e54,text,"[90, 350, 131, 366]","[0.05755208333333333, 0.3314814814814815, 0.021354166666666667, 0.014814814814814815]",FALSE,Text,Callan,0,0,"(215, 215, 215)"
frame_0010.jpg,88499e40e1,text,"[555, 361, 595, 376]","[0.2994791666666667, 0.34120370370370373, 0.020833333333333332, 0.013888888888888888]",FALSE,Text,event,0,0,"(210, 210, 210)"
frame_0010.jpg,ea2040ef7a,text,"[90, 369, 170, 386]","[0.06770833333333333, 0.34953703703703703, 0.041666666666666664, 0.01574074074074074]",FALSE,Text,Test Print Bl;,0,0,"(217, 217, 218)"
frame_0010.jpg,7f2cec1317,text,"[532, 385, 617, 402]","[0.29921875, 0.36435185185185187, 0.044270833333333336, 0.01574074074074074]",FALSE,Text,Edit toolpath,0,0,"(211, 208, 209)"
frame_0010.jpg,d08c36b7f4,text,"[532, 416, 585, 436]","[0.2908854166666667, 0.39444444444444443, 0.027604166666666666, 0.018518518518518517]",FALSE,Text,Probing,0,0,"(217, 216, 217)"
frame_0010.jpg,b505b48013,text,"[207, 452, 245, 469]","[0.11770833333333333, 0.4263888888888889, 0.019791666666666666, 0.01574074074074074]",FALSE,Text,Stock,0,0,"(212, 213, 212)"
frame_0010.jpg,36ea80d159,text,"[532, 444, 585, 462]","[0.2908854166666667, 0.41944444444444445, 0.027604166666666666, 0.016666666666666666]",FALSE,Text,Turning,0,0,"(217, 217, 218)"
frame_0010.jpg,ef053199a7,text,"[1257, 445, 1311, 462]","[0.66875, 0.4199074074074074, 0.028125, 0.01574074074074074]",FALSE,Text,Visibility,0,0,"(191, 191, 192)"
frame_0010.jpg,67f4000d8f,text,"[532, 469, 581, 488]","[0.28984375, 0.44305555555555554, 0.025520833333333333, 0.017592592592592594]",FALSE,Text,Drilling,0,0,"(212, 213, 214)"
frame_0010.jpg,99f3e49eed,text,"[1257, 474, 1297, 491]","[0.6651041666666667, 0.44675925925925924, 0.020833333333333332, 0.01574074074074074]",FALSE,Text,Types,0,0,"(167, 167, 168)"
frame_0010.jpg,1e0b2cff44,text,"[1445, 474, 1492, 491]","[0.76484375, 0.44675925925925924, 0.024479166666666666, 0.01574074074074074]",FALSE,Text,Entities,0,0,"(165, 165, 166)"
frame_0010.jpg,3680a6300e,text,"[207, 486, 266, 500]","[0.12317708333333334, 0.4564814814814815, 0.030729166666666665, 0.012962962962962963]",FALSE,Text,Calculare,0,0,"(203, 202, 201)"
frame_0010.jpg,bab8f0a0fe,text,"[531, 495, 611, 514]","[0.29739583333333336, 0.4671296296296296, 0.041666666666666664, 0.017592592592592594]",FALSE,Text,Jig Grinding,0,0,"(217, 217, 217)"
frame_0010.jpg,44dfb4de48,text,"[1298, 498, 1347, 514]","[0.6888020833333334, 0.4685185185185185, 0.025520833333333333, 0.014814814814814815]",FALSE,Text,Entitie;,0,0,"(192, 190, 191)"
frame_0010.jpg,a17238e02c,text,"[206, 509, 256, 530]","[0.1203125, 0.4810185185185185, 0.026041666666666668, 0.019444444444444445]",FALSE,Text,Update,0,0,"(218, 217, 217)"
frame_0010.jpg,5dfa83cba2,text,"[531, 522, 600, 540]","[0.29453125, 0.49166666666666664, 0.0359375, 0.016666666666666666]",FALSE,Text,2D Milling,0,0,"(212, 211, 213)"
frame_0010.jpg,1e0d5b3292,text,"[1259, 524, 1303, 540]","[0.6671875, 0.4925925925925926, 0.022916666666666665, 0.014814814814814815]",FALSE,Text,Search,0,0,"(162, 160, 161)"
frame_0010.jpg,a56fd4f09a,text,"[207, 544, 273, 561]","[0.125, 0.5115740740740741, 0.034375, 0.01574074074074074]",FALSE,Text,Statistics ,0,0,"(215, 214, 214)"
frame_0010.jpg,e22514bb43,text,"[531, 548, 552, 563]","[0.28203125, 0.5143518518518518, 0.0109375, 0.013888888888888888]",FALSE,Text,3D,0,0,"(210, 211, 210)"
frame_0010.jpg,2fc0631c51,text,"[1257, 553, 1305, 566]","[0.6671875, 0.5180555555555556, 0.025, 0.012037037037037037]",FALSE,Text,Names,0,0,"(160, 161, 162)"
frame_0010.jpg,2701f65e8a,text,"[1445, 550, 1492, 566]","[0.76484375, 0.5166666666666667, 0.024479166666666666, 0.014814814814814815]",FALSE,Text,Entitles,0,0,"(171, 171, 171)"
frame_0010.jpg,cdcb362044,text,"[22, 563, 65, 577]","[0.02265625, 0.5277777777777778, 0.022395833333333334, 0.012962962962962963]",FALSE,Text,ection,0,0,"(188, 186, 187)"
frame_0010.jpg,23c0f464cc,text,"[207, 577, 326, 594]","[0.13880208333333333, 0.5421296296296296, 0.06197916666666667, 0.01574074074074074]",FALSE,Text,Internal simulation,0,0,"(212, 212, 213)"
frame_0010.jpg,c64893bb0d,text,"[532, 574, 667, 592]","[0.31223958333333335, 0.5398148148148149, 0.0703125, 0.016666666666666666]",FALSE,Text,3D Advenced Milling,0,0,"(213, 212, 214)"
frame_0010.jpg,fb7d25e6b9,text,"[48, 585, 97, 600]","[0.037760416666666664, 0.5486111111111112, 0.025520833333333333, 0.013888888888888888]",FALSE,Text,Entities,0,0,"(207, 207, 207)"
frame_0010.jpg,0252a4e82f,text,"[70, 605, 109, 618]","[0.046614583333333334, 0.5662037037037037, 0.0203125, 0.012037037037037037]",FALSE,Text,Point,0,0,"(202, 202, 203)"
frame_0010.jpg,dc0a4e5d5c,text,"[207, 605, 324, 620]","[0.13828125, 0.5671296296296297, 0.0609375, 0.013888888888888888]",FALSE,Text,Simulation Center,0,0,"(209, 209, 210)"
frame_0010.jpg,ac7f09cc0a,text,"[551, 598, 641, 618]","[0.3104166666666667, 0.562962962962963, 0.046875, 0.018518518518518517]",FALSE,Text,Cavity Milling,0,0,"(216, 216, 216)"
frame_0010.jpg,aae0aa67fe,text,"[1320, 592, 1371, 611]","[0.70078125, 0.5569444444444445, 0.0265625, 0.017592592592592594]",FALSE,Text,1.13.22,0,0,"(211, 211, 211)"
frame_0010.jpg,caca270e11,text,"[1322, 614, 1365, 631]","[0.6997395833333333, 0.5763888888888888, 0.022395833333333334, 0.01574074074074074]",FALSE,Text,Callan,0,0,"(199, 197, 197)"
frame_0010.jpg,857485bfd7,text,"[207, 631, 384, 644]","[0.15390625, 0.5902777777777778, 0.0921875, 0.012037037037037037]",FALSE,Text,Internal machine simulation,0,0,"(202, 202, 202)"
frame_0010.jpg,0f84e395ef,text,"[552, 624, 603, 640]","[0.30078125, 0.5851851851851851, 0.0265625, 0.014814814814814815]",FALSE,Text,Surface,0,0,"(205, 205, 205)"
frame_0010.jpg,88fbd33141,text,"[1351, 631, 1404, 651]","[0.7174479166666666, 0.5935185185185186, 0.027604166666666666, 0.018518518518518517]",FALSE,Text,Sample,0,0,"(178, 177, 176)"
frame_0010.jpg,26106db0b3,text,"[1692, 622, 1812, 646]","[0.9125, 0.587037037037037, 0.0625, 0.022222222222222223]",FALSE,Text,"Fillingim, Blane",0,0,"(34, 34, 34)"
frame_0010.jpg,b2c7f4b2a3,text,"[70, 640, 103, 657]","[0.04505208333333333, 0.600462962962963, 0.0171875, 0.01574074074074074]",FALSE,Text,Face,0,0,"(206, 206, 207)"
frame_0010.jpg,3eaa327b8e,text,"[532, 650, 682, 668]","[0.31614583333333335, 0.6101851851851852, 0.078125, 0.016666666666666666]",FALSE,Text,Additive Manufacturing,0,0,"(212, 211, 212)"
frame_0010.jpg,7988f3320a,text,"[1322, 653, 1352, 666]","[0.6963541666666667, 0.6106481481481482, 0.015625, 0.012037037037037037]",FALSE,Text,Wall,0,0,"(176, 176, 178)"
frame_0010.jpg,9b9ed46743,text,"[1363, 651, 1432, 666]","[0.7278645833333334, 0.6097222222222223, 0.0359375, 0.013888888888888888]",FALSE,Text,"5,0.75k15",0,0,"(187, 185, 186)"
frame_0010.jpg,de0780eddf,text,"[1445, 651, 1470, 666]","[0.7591145833333334, 0.6097222222222223, 0.013020833333333334, 0.013888888888888888]",FALSE,Text,{13,0,0,"(189, 188, 189)"
frame_0010.jpg,d3dab1174a,text,"[1630, 651, 1660, 666]","[0.8567708333333334, 0.6097222222222223, 0.015625, 0.013888888888888888]",FALSE,Text,Deft,0,0,"(167, 166, 167)"
frame_0010.jpg,2a8d2f5b21,text,"[70, 659, 120, 677]","[0.049479166666666664, 0.6185185185185185, 0.026041666666666668, 0.016666666666666666]",FALSE,Text,Feature,0,0,"(202, 202, 203)"
frame_0010.jpg,8bb91d7985,text,"[207, 661, 315, 679]","[0.1359375, 0.6203703703703703, 0.05625, 0.016666666666666666]",FALSE,Text,Generate NC file,0,0,"(214, 214, 213)"
frame_0010.jpg,4f8b1b280f,text,"[68, 677, 105, 694]","[0.04505208333333333, 0.6347222222222222, 0.019270833333333334, 0.01574074074074074]",FALSE,Text,Solid,0,0,"(202, 201, 200)"
frame_0010.jpg,42434bd9d7,text,"[552, 675, 634, 694]","[0.30885416666666665, 0.6337962962962963, 0.042708333333333334, 0.017592592592592594]",FALSE,Text,Tube Milling,0,0,"(214, 214, 215)"
frame_0010.jpg,6faad64602,text,"[1257, 683, 1305, 696]","[0.6671875, 0.638425925925926, 0.025, 0.012037037037037037]",FALSE,Text,Names,0,0,"(163, 162, 161)"
frame_0010.jpg,7e33d72e99,text,"[1445, 681, 1492, 696]","[0.76484375, 0.6375, 0.024479166666666666, 0.013888888888888888]",FALSE,Text,Entities,0,0,"(166, 167, 168)"
frame_0010.jpg,8b0360ba03,text,"[1633, 683, 1658, 696]","[0.85703125, 0.638425925925926, 0.013020833333333334, 0.012037037037037037]",FALSE,Text,Des,0,0,"(154, 154, 155)"
frame_0010.jpg,c54eb2f96d,text,"[207, 696, 264, 712]","[0.12265625, 0.6518518518518519, 0.0296875, 0.014814814814814815]",FALSE,Text,Job viev:,0,0,"(213, 213, 212)"
frame_0010.jpg,ac1392236d,text,"[552, 701, 637, 720]","[0.30963541666666666, 0.6578703703703703, 0.044270833333333336, 0.017592592592592594]",FALSE,Text,Blade Milling,0,0,"(213, 212, 212)"
frame_0010.jpg,b80315cfc9,text,"[70, 716, 122, 735]","[0.05, 0.6717592592592593, 0.027083333333333334, 0.017592592592592594]",FALSE,Text,Polyline,0,0,"(195, 195, 196)"
