Image Name,Element ID,Type,Bounding Box,Normalized Bounding Box,Interactivity,Interaction Type,Content,OCR Confidence,IOU with Previous,Dominant Color,,,
frame_087.png,f7e586a677,text,"[271, 505, 361, 521]","[0.16458333333333333, 0.475, 0.046875, 0.014814814814814815]",FALSE,Text,Offset on face,0,0,"(182, 182, 182)",,,
frame_087.png,39d7be89dc,text,"[1322, 498, 1374, 517]","[0.7020833333333333, 0.4699074074074074, 0.027083333333333334, 0.017592592592592594]",FALSE,Text,Polyline,0,0,"(203, 204, 205)",,,
frame_087.png,95ffd4c177,text,"[195, 517, 237, 531]","[0.1125, 0.48518518518518516, 0.021875, 0.012962962962962963]",FALSE,Text,Joblist,0,0,"(204, 205, 206)",,,
frame_087.png,a4d3e41536,text,"[1322, 519, 1396, 534]","[0.7078125, 0.4875, 0.03854166666666667, 0.013888888888888888]",FALSE,Text,Point cloud,0,0,"(193, 193, 195)",,,
frame_087.png,cf8c8f5dc6,text,"[313, 533, 365, 546]","[0.1765625, 0.49953703703703706, 0.027083333333333334, 0.012037037037037037]",FALSE,Text,contcur,0,0,"(177, 175, 177)",,,
frame_087.png,9db84e25a2,text,"[1322, 536, 1357, 553]","[0.69765625, 0.5041666666666667, 0.018229166666666668, 0.01574074074074074]",FALSE,Text,Note,0,0,"(192, 193, 193)",,,
frame_087.png,cdcb362044,text,"[22, 563, 65, 577]","[0.02265625, 0.5277777777777778, 0.022395833333333334, 0.012962962962962963]",FALSE,Text,ection,0,0,"(187, 186, 187)",,,
frame_087.png,f0c75d0f08,text,"[268, 557, 318, 572]","[0.15260416666666668, 0.5226851851851851, 0.026041666666666668, 0.013888888888888888]",FALSE,Text,Section,0,0,"(176, 176, 177)",,,
frame_087.png,f05263f77a,text,"[1322, 555, 1393, 570]","[0.70703125, 0.5208333333333334, 0.03697916666666667, 0.013888888888888888]",FALSE,Text,Dimeosion,0,0,"(166, 165, 166)",,,
frame_087.png,fb7d25e6b9,text,"[48, 585, 97, 600]","[0.037760416666666664, 0.5486111111111112, 0.025520833333333333, 0.013888888888888888]",FALSE,Text,Entities,0,0,"(207, 207, 207)",,,
frame_087.png,83f09651af,text,"[268, 583, 315, 598]","[0.15182291666666667, 0.5467592592592593, 0.024479166666666666, 0.013888888888888888]",FALSE,Text,Center,0,0,"(177, 176, 176)",,,
frame_087.png,a9f8f43255,text,"[1259, 577, 1303, 592]","[0.6671875, 0.5412037037037037, 0.022916666666666665, 0.013888888888888888]",FALSE,Text,Search,0,0,"(160, 160, 160)",,,
frame_087.png,0252a4e82f,text,"[70, 605, 109, 618]","[0.046614583333333334, 0.5662037037037037, 0.0203125, 0.012037037037037037]",FALSE,Text,Point,0,0,"(203, 202, 205)",,,
frame_087.png,5aacba246a,text,"[1255, 603, 1305, 620]","[0.6666666666666666, 0.5662037037037037, 0.026041666666666668, 0.01574074074074074]",FALSE,Text,Names,0,0,"(174, 174, 173)",,,
frame_087.png,8d4b139f4d,text,"[1445, 605, 1492, 620]","[0.76484375, 0.5671296296296297, 0.024479166666666666, 0.013888888888888888]",FALSE,Text,Entities,0,0,"(162, 162, 162)",,,
frame_087.png,ad1fd70048,text,"[1633, 605, 1658, 618]","[0.85703125, 0.5662037037037037, 0.013020833333333334, 0.012037037037037037]",FALSE,Text,Des,0,0,"(156, 156, 157)",,,
frame_087.png,57660f8f34,text,"[70, 622, 111, 638]","[0.047135416666666666, 0.5833333333333334, 0.021354166666666667, 0.014814814814814815]",FALSE,Text,Curve,0,0,"(212, 212, 212)",,,
frame_087.png,3573d967f6,text,"[268, 622, 335, 640]","[0.15703125, 0.5842592592592593, 0.034895833333333334, 0.016666666666666666]",FALSE,Text,Wrapping,0,0,"(173, 172, 173)",,,
frame_087.png,dd9fe797c3,text,"[1322, 629, 1365, 644]","[0.6997395833333333, 0.5893518518518519, 0.022395833333333334, 0.013888888888888888]",FALSE,Text,Callan,0,0,"(202, 199, 199)",,,
frame_087.png,26106db0b3,text,"[1692, 622, 1812, 646]","[0.9125, 0.587037037037037, 0.0625, 0.022222222222222223]",FALSE,Text,"Fillingim, Blane",0,0,"(34, 34, 34)",,,
frame_087.png,b2c7f4b2a3,text,"[70, 640, 103, 657]","[0.04505208333333333, 0.600462962962963, 0.0171875, 0.01574074074074074]",FALSE,Text,Face,0,0,"(207, 206, 208)",,,
frame_087.png,f644cc10ac,text,"[1365, 646, 1432, 664]","[0.7283854166666667, 0.6064814814814815, 0.034895833333333334, 0.016666666666666666]",FALSE,Text,"5x0.75x1,5",0,0,"(203, 202, 202)",,,
frame_087.png,2fd7fc9344,text,"[1630, 648, 1660, 664]","[0.8567708333333334, 0.6074074074074074, 0.015625, 0.014814814814814815]",FALSE,Text,Defi,0,0,"(181, 180, 182)",,,
frame_087.png,15942aa77b,text,"[70, 661, 120, 677]","[0.049479166666666664, 0.6194444444444445, 0.026041666666666668, 0.014814814814814815]",FALSE,Text,Feature,0,0,"(198, 197, 199)",,,
frame_087.png,38d3059a80,text,"[1322, 666, 1385, 683]","[0.7049479166666667, 0.624537037037037, 0.0328125, 0.01574074074074074]",FALSE,Text,Substrate,0,0,"(196, 195, 196)",,,
frame_087.png,305b8ca6b8,text,"[70, 679, 105, 694]","[0.045572916666666664, 0.6356481481481482, 0.018229166666666668, 0.013888888888888888]",FALSE,Text,Sclid,0,0,"(196, 193, 194)",,,
frame_087.png,4372a06a0b,text,"[1350, 687, 1401, 703]","[0.71640625, 0.6435185185185185, 0.0265625, 0.014814814814814815]",FALSE,Text,Sample,0,0,"(191, 190, 190)",,,
frame_087.png,b77dbeba24,text,"[1322, 705, 1418, 720]","[0.7135416666666666, 0.6597222222222222, 0.05, 0.013888888888888888]",FALSE,Text,Test Substrate,0,0,"(161, 161, 162)",,,
frame_087.png,b80315cfc9,text,"[70, 716, 122, 735]","[0.05, 0.6717592592592593, 0.027083333333333334, 0.017592592592592594]",FALSE,Text,Polyline,0,0,"(195, 195, 197)",,,
frame_087.png,09e725c716,text,"[70, 735, 129, 753]","[0.05182291666666667, 0.6888888888888889, 0.030729166666666665, 0.016666666666666666]",FALSE,Text,Toolpath,0,0,"(191, 190, 192)",,,
frame_087.png,8cd8112ec3,text,"[70, 755, 145, 770]","[0.055989583333333336, 0.7060185185185185, 0.0390625, 0.013888888888888888]",FALSE,Text,Peint cloud,0,0,"(185, 185, 187)",,,
frame_087.png,2e2d05d66d,text,"[70, 772, 106, 788]","[0.04583333333333333, 0.7222222222222222, 0.01875, 0.014814814814814815]",FALSE,Text,Note,0,0,"(182, 181, 182)",,,
frame_087.png,292d608008,text,"[70, 790, 140, 807]","[0.0546875, 0.7393518518518518, 0.036458333333333336, 0.01574074074074074]",FALSE,Text,Cimension,0,0,"(183, 182, 184)",,,
frame_087.png,60419e306f,text,"[1298, 792, 1330, 807]","[0.684375, 0.7402777777777778, 0.016666666666666666, 0.013888888888888888]",FALSE,Text,Jag;,0,0,"(184, 184, 187)",,,
frame_087.png,fe7ebd2bae,text,"[70, 810, 165, 829]","[0.061197916666666664, 0.7587962962962963, 0.049479166666666664, 0.017592592592592594]",FALSE,Text,Vector graphic,0,0,"(182, 181, 182)",,,
frame_087.png,7fe3adbabe,text,"[70, 831, 112, 847]","[0.04739583333333333, 0.7768518518518519, 0.021875, 0.014814814814814815]",FALSE,Text,Image,0,0,"(171, 170, 171)",,,
frame_087.png,7660c31999,text,"[1298, 836, 1380, 853]","[0.6973958333333333, 0.7819444444444444, 0.042708333333333334, 0.01574074074074074]",FALSE,Text,Stored filter;,0,0,"(198, 197, 197)",,,
frame_087.png,ae44b410c0,text,"[72, 847, 114, 866]","[0.0484375, 0.7930555555555555, 0.021875, 0.017592592592592594]",FALSE,Text,Group,0,0,"(171, 169, 171)",,,
frame_087.png,3a243a4862,text,"[1257, 862, 1284, 877]","[0.66171875, 0.8050925925925926, 0.0140625, 0.013888888888888888]",FALSE,Text,Info,0,0,"(163, 164, 165)",,,
frame_087.png,cdb33ef4cf,text,"[47, 873, 112, 888]","[0.04140625, 0.8152777777777778, 0.033854166666666664, 0.013888888888888888]",FALSE,Text,Attrioutes,0,0,"(201, 202, 203)",,,
frame_087.png,78b2cfa414,text,"[70, 892, 109, 908]","[0.046614583333333334, 0.8333333333333334, 0.0203125, 0.014814814814814815]",FALSE,Text,Layer,0,0,"(199, 199, 200)",,,
frame_087.png,4c84be0446,text,"[70, 910, 109, 927]","[0.046614583333333334, 0.850462962962963, 0.0203125, 0.01574074074074074]",FALSE,Text,Colcr,0,0,"(193, 192, 192)",,,
frame_087.png,d09ced90d1,text,"[48, 929, 112, 945]","[0.041666666666666664, 0.8675925925925926, 0.03333333333333333, 0.014814814814814815]",FALSE,Text,Advanced,0,0,"(174, 174, 174)",,,
frame_087.png,b32f1bf367,text,"[1257, 929, 1298, 945]","[0.6653645833333334, 0.8675925925925926, 0.021354166666666667, 0.014814814814814815]",FALSE,Text,Search,0,0,"(162, 161, 163)",,,
frame_087.png,a9a889cf1f,text,"[1355, 929, 1412, 942]","[0.7205729166666667, 0.8662037037037037, 0.0296875, 0.012037037037037037]",FALSE,Text,command,0,0,"(158, 157, 158)",,,
frame_087.png,1fec8e9e52,text,"[1562, 958, 1600, 975]","[0.8234375, 0.8949074074074074, 0.019791666666666666, 0.01574074074074074]",FALSE,Text,12*48,0,0,"(197, 205, 215)",,,
frame_087.png,2058d4f0ae,text,"[621, 968, 672, 986]","[0.33671875, 0.9046296296296297, 0.0265625, 0.016666666666666666]",FALSE,Text,Search,0,0,"(215, 218, 225)",,,
frame_087.png,d50bd35a0a,text,"[268, 528, 309, 550]","[0.15026041666666667, 0.49907407407407406, 0.021354166666666667, 0.020370370370370372]",FALSE,Text,Shape,0,0,"(187, 187, 188)",,,
frame_087.png,c4c44353ea,text,"[1297, 931, 1325, 940]","[0.6828125, 0.8662037037037037, 0.014583333333333334, 0.008333333333333333]",FALSE,Text,and,0,0,"(153, 151, 152)",,,
frame_087.png,3c9afde5e9,text,"[1554, 962, 1632, 991]","[0.8296875, 0.9041666666666667, 0.040625, 0.026851851851851852]",TRUE,Text,12/19/2024,0,0,"(196, 205, 215)",,,
frame_087.png,9ef4bfccba,text,"[784, 84, 885, 111]","[0.43463541666666666, 0.09027777777777778, 0.05260416666666667, 0.025]",TRUE,Text,Windows,0,0,"(219, 219, 219)",,,
frame_087.png,fa250149cf,text,"[2, 1046, 128, 1076]","[0.033854166666666664, 0.9824074074074074, 0.065625, 0.027777777777777776]",TRUE,Text,"Fillingim, Blane",0,0,"(26, 26, 26)",,,
frame_087.png,d548603e40,text,"[1258, 899, 1424, 924]","[0.6984375, 0.8439814814814814, 0.08645833333333333, 0.023148148148148147]",TRUE,Text,Search &nd,0,0,"(179, 183, 187)",,,
frame_087.png,64eb7b4d61,text,"[1258, 899, 1424, 924]","[0.6984375, 0.8439814814814814, 0.08645833333333333, 0.023148148148148147]",TRUE,Text,command,0,0,"(179, 183, 187)",,,
frame_087.png,30cf403d0d,text,"[1263, 809, 1684, 833]","[0.7674479166666667, 0.7601851851851852, 0.21927083333333333, 0.022222222222222223]",TRUE,Text,User defined {295,0,0,"(174, 178, 183)",,,
frame_087.png,71e54e8b6e,text,"[0, 230, 240, 263]","[0.0625, 0.22824074074074074, 0.125, 0.030555555555555555]",TRUE,Text,~.000052,0,0,"(210, 211, 211)",,,
frame_087.png,f64523722e,text,"[0, 230, 240, 263]","[0.0625, 0.22824074074074074, 0.125, 0.030555555555555555]",TRUE,Text,"0,000059",0,0,"(210, 211, 211)",,,
frame_087.png,c444dba6a1,text,"[1031, 148, 1105, 172]","[0.55625, 0.14814814814814814, 0.03854166666666667, 0.022222222222222223]",TRUE,Text,CAM,0,0,"(178, 178, 180)",,,
frame_087.png,c6ad44719e,text,"[1244, 733, 1672, 763]","[0.759375, 0.6925925925925925, 0.22291666666666668, 0.027777777777777776]",TRUE,Text,Names,0,0,"(198, 198, 200)",,,
frame_087.png,193f47dbca,text,"[1244, 733, 1672, 763]","[0.759375, 0.6925925925925925, 0.22291666666666668, 0.027777777777777776]",TRUE,Text,Entities,0,0,"(198, 198, 200)",,,
frame_087.png,1c3257cffc,text,"[1244, 733, 1672, 763]","[0.759375, 0.6925925925925925, 0.22291666666666668, 0.027777777777777776]",TRUE,Text,Des,0,0,"(198, 198, 200)",,,
frame_087.png,4a2962f091,text,"[1713, 455, 1872, 624]","[0.93359375, 0.49953703703703706, 0.0828125, 0.15648148148148147]",TRUE,Text,BF,0,0,"(152, 161, 166)",,,
frame_087.png,8e8c28039a,text,"[867, 148, 1015, 171]","[0.4901041666666667, 0.1476851851851852, 0.07708333333333334, 0.021296296296296296]",TRUE,Text,Electrodes,0,0,"(180, 179, 180)",,,
frame_087.png,74f279fffa,text,"[392, 226, 438, 251]","[0.21614583333333334, 0.22083333333333333, 0.023958333333333335, 0.023148148148148147]",TRUE,Text,Shift+E,0,0,"(219, 218, 218)",,,
frame_087.png,8252e181da,icon,"[1054, 959, 1088, 997]","[0.5578125, 0.9055555555555556, 0.017708333333333333, 0.03518518518518519]",TRUE,Clickable,No object detected.,0,0,"(133, 155, 185)",,,
frame_087.png,ea073dd989,icon,"[1002, 959, 1039, 997]","[0.5315104166666667, 0.9055555555555556, 0.019270833333333334, 0.03518518518518519]",TRUE,Clickable,No object detected.,0,0,"(159, 192, 213)",,,
frame_087.png,5ecb89deaf,icon,"[1275, 80, 1308, 116]","[0.67265625, 0.09074074074074075, 0.0171875, 0.03333333333333333]",TRUE,Clickable,No object detected.,0,0,"(226, 226, 226)",,,
frame_087.png,8dc6ac793f,icon,"[949, 954, 990, 1002]","[0.5049479166666667, 0.9055555555555556, 0.021354166666666667, 0.044444444444444446]",TRUE,Clickable,No object detected.,0,0,"(207, 206, 197)",,,
frame_087.png,d85a7428c3,icon,"[1104, 958, 1140, 998]","[0.584375, 0.9055555555555556, 0.01875, 0.037037037037037035]",TRUE,Clickable,No object detected.,0,0,"(177, 181, 193)",,,
frame_087.png,deadf5b4fc,icon,"[894, 952, 944, 1001]","[0.4786458333333333, 0.9041666666666667, 0.026041666666666668, 0.04537037037037037]",TRUE,Clickable,No object detected.,0,0,"(204, 206, 224)",,,
frame_087.png,cbb468eba4,icon,"[1554, 962, 1632, 991]","[0.8296875, 0.9041666666666667, 0.040625, 0.026851851851851852]",TRUE,Clickable,No object detected.,0,0,"(196, 205, 215)",,,
frame_087.png,4983c7f00e,icon,"[534, 958, 568, 994]","[0.2869791666666667, 0.9037037037037037, 0.017708333333333333, 0.03333333333333333]",TRUE,Clickable,The image is a black and white photo of a man in a suit and tie. The man appears to be in his late twenties or early thirties. He has a serious expression on his face and his eyes are focused on something in the distance.,0,0,"(133, 182, 229)",,,
frame_087.png,78d86872cc,icon,"[1313, 77, 1340, 119]","[0.6908854166666667, 0.09074074074074075, 0.0140625, 0.03888888888888889]",TRUE,Clickable,No object detected.,0,0,"(231, 231, 231)",,,
frame_087.png,e5ccf1aad7,icon,"[646, 909, 678, 949]","[0.34479166666666666, 0.8601851851851852, 0.016666666666666666, 0.037037037037037035]",TRUE,Clickable,No object detected.,0,0,"(195, 140, 200)",,,
frame_087.png,3e32d8afb3,icon,"[1348, 77, 1386, 119]","[0.7119791666666667, 0.09074074074074075, 0.019791666666666666, 0.03888888888888889]",TRUE,Clickable,a black and white photo of a woman in a pink dress,0,0,"(231, 231, 231)",,,
frame_087.png,79c8417602,icon,"[1236, 82, 1267, 115]","[0.6518229166666667, 0.0912037037037037, 0.016145833333333335, 0.030555555555555555]",TRUE,Clickable,No object detected.,0,0,"(226, 226, 226)",,,
frame_087.png,001914a379,icon,"[954, 908, 992, 946]","[0.5067708333333333, 0.8583333333333333, 0.019791666666666666, 0.03518518518518519]",TRUE,Clickable,No object detected.,0,0,"(180, 180, 180)",,,
frame_087.png,0344fef7c4,icon,"[1390, 78, 1420, 119]","[0.7317708333333334, 0.0912037037037037, 0.015625, 0.03796296296296296]",TRUE,Clickable,No object detected.,0,0,"(225, 225, 225)",,,
frame_087.png,14ebed4ac4,icon,"[839, 955, 881, 997]","[0.4479166666666667, 0.9037037037037037, 0.021875, 0.03888888888888889]",TRUE,Clickable,No object detected.,0,0,"(194, 198, 212)",,,
frame_087.png,71ab4fe013,icon,"[3, 957, 53, 996]","[0.014583333333333334, 0.9041666666666667, 0.026041666666666668, 0.03611111111111111]",TRUE,Clickable,No object detected.,0,0,"(187, 211, 233)",,,
frame_087.png,fac6cfefe5,icon,"[1579, 83, 1603, 113]","[0.8286458333333333, 0.09074074074074075, 0.0125, 0.027777777777777776]",TRUE,Clickable,No object detected.,0,0,"(218, 218, 218)",,,
frame_087.png,edb84a327f,icon,"[1452, 961, 1483, 990]","[0.7643229166666666, 0.9032407407407408, 0.016145833333333335, 0.026851851851851852]",TRUE,Clickable,No object detected.,0,0,"(202, 211, 221)",,,
frame_087.png,a05d122a61,icon,"[1315, 858, 1377, 889]","[0.7010416666666667, 0.8087962962962963, 0.03229166666666667, 0.028703703703703703]",TRUE,Clickable,No object detected.,0,0,"(196, 195, 196)",,,
frame_087.png,18133cd138,icon,"[1495, 948, 1538, 1001]","[0.78984375, 0.9023148148148148, 0.022395833333333334, 0.049074074074074076]",TRUE,Clickable,No object detected.,0,0,"(213, 222, 233)",,,
frame_087.png,a2cd993ee8,icon,"[1464, 78, 1497, 118]","[0.77109375, 0.09074074074074075, 0.0171875, 0.037037037037037035]",TRUE,Clickable,No object detected.,0,0,"(233, 233, 233)",,,
frame_087.png,683c6c1105,icon,"[784, 84, 885, 111]","[0.43463541666666666, 0.09027777777777778, 0.05260416666666667, 0.025]",TRUE,Clickable,No object detected.,0,0,"(219, 219, 219)",,,
frame_087.png,450fdc5418,icon,"[1540, 84, 1574, 113]","[0.8109375, 0.0912037037037037, 0.017708333333333333, 0.026851851851851852]",TRUE,Clickable,No object detected.,0,0,"(230, 230, 230)",,,
frame_087.png,2553478030,icon,"[2, 1046, 128, 1076]","[0.033854166666666664, 0.9824074074074074, 0.065625, 0.027777777777777776]",TRUE,Clickable,No object detected.,0,0,"(26, 26, 26)",,,
frame_087.png,ecb796f86c,icon,"[730, 909, 769, 946]","[0.39036458333333335, 0.8587962962962963, 0.0203125, 0.03425925925925926]",TRUE,Clickable,No object detected.,0,0,"(177, 178, 180)",,,
frame_087.png,bad900e344,icon,"[1504, 83, 1534, 114]","[0.7911458333333333, 0.0912037037037037, 0.015625, 0.028703703703703703]",TRUE,Clickable,No object detected.,0,0,"(225, 225, 225)",,,
frame_087.png,5e5ce0ce91,icon,"[1258, 899, 1424, 924]","[0.6984375, 0.8439814814814814, 0.08645833333333333, 0.023148148148148147]",TRUE,Clickable,No object detected.,0,0,"(179, 183, 187)",,,
frame_087.png,ef34fef02d,icon,"[1425, 77, 1457, 119]","[0.7505208333333333, 0.09074074074074075, 0.016666666666666666, 0.03888888888888889]",TRUE,Clickable,No object detected.,0,0,"(234, 234, 234)",,,
frame_087.png,501044e980,icon,"[686, 908, 717, 949]","[0.3653645833333333, 0.8597222222222223, 0.016145833333333335, 0.03796296296296296]",TRUE,Clickable,No object detected.,0,0,"(188, 188, 188)",,,
frame_087.png,55d95d3c18,icon,"[914, 908, 945, 944]","[0.48411458333333335, 0.8574074074074074, 0.016145833333333335, 0.03333333333333333]",TRUE,Clickable,No object detected.,0,0,"(186, 184, 180)",,,
frame_087.png,9a933cd29c,icon,"[54, 87, 99, 110]","[0.03984375, 0.0912037037037037, 0.0234375, 0.021296296296296296]",TRUE,Clickable,No object detected.,0,0,"(199, 223, 214)",,,
frame_087.png,b759217548,icon,"[600, 908, 635, 946]","[0.3216145833333333, 0.8583333333333333, 0.018229166666666668, 0.03518518518518519]",TRUE,Clickable,No object detected.,0,0,"(153, 153, 153)",,,
frame_087.png,da9dd4ead4,icon,"[1263, 809, 1684, 833]","[0.7674479166666667, 0.7601851851851852, 0.21927083333333333, 0.022222222222222223]",TRUE,Clickable,The image is of a person's hand holding a bottle of water.,0,0,"(174, 178, 183)",,,
frame_087.png,6edc746820,icon,"[68, 179, 127, 210]","[0.05078125, 0.18009259259259258, 0.030729166666666665, 0.028703703703703703]",TRUE,Clickable,No object detected.,0,0,"(153, 174, 196)",,,
frame_087.png,b0d17088a8,icon,"[0, 230, 240, 263]","[0.0625, 0.22824074074074074, 0.125, 0.030555555555555555]",TRUE,Clickable,The image is of a computer screen with a number of buttons on it.,0,0,"(210, 211, 211)",,,
frame_087.png,e48e722779,icon,"[129, 179, 161, 210]","[0.07552083333333333, 0.18009259259259258, 0.016666666666666666, 0.028703703703703703]",TRUE,Clickable,No object detected.,0,0,"(217, 159, 131)",,,
frame_087.png,4819261265,icon,"[1031, 148, 1105, 172]","[0.55625, 0.14814814814814814, 0.03854166666666667, 0.022222222222222223]",TRUE,Clickable,No object detected.,0,0,"(178, 178, 180)",,,
frame_087.png,24d62e7a70,icon,"[1578, 119, 1604, 149]","[0.8286458333333333, 0.12407407407407407, 0.013541666666666667, 0.027777777777777776]",TRUE,Clickable,No object detected.,0,0,"(222, 223, 226)",,,
frame_087.png,3a4091df55,icon,"[1244, 733, 1672, 763]","[0.759375, 0.6925925925925925, 0.22291666666666668, 0.027777777777777776]",TRUE,Clickable,The image is of a white refrigerator with the door open. The door is open and the interior is visible.,0,0,"(198, 198, 200)",,,
frame_087.png,8b0f72cfef,icon,"[884, 908, 907, 944]","[0.46640625, 0.8574074074074074, 0.011979166666666667, 0.03333333333333333]",TRUE,Clickable,No object detected.,0,0,"(159, 160, 157)",,,
frame_087.png,d5735d7ee7,icon,"[581, 958, 604, 991]","[0.30859375, 0.9023148148148148, 0.011979166666666667, 0.030555555555555555]",TRUE,Clickable,No object detected.,0,0,"(222, 225, 234)",,,
frame_087.png,8a4fb995c5,icon,"[1713, 455, 1872, 624]","[0.93359375, 0.49953703703703706, 0.0828125, 0.15648148148148147]",TRUE,Clickable,No object detected.,0,0,"(152, 161, 166)",,,
frame_087.png,3d0f3dd4b0,icon,"[1416, 961, 1440, 990]","[0.74375, 0.9032407407407408, 0.0125, 0.026851851851851852]",TRUE,Clickable,No object detected.,0,0,"(219, 228, 239)",,,
frame_087.png,cf42fa352e,icon,"[867, 148, 1015, 171]","[0.4901041666666667, 0.1476851851851852, 0.07708333333333334, 0.021296296296296296]",TRUE,Clickable,No object detected.,0,0,"(180, 179, 180)",,,
frame_087.png,d9fb840cdd,icon,"[774, 216, 811, 249]","[0.4127604166666667, 0.2152777777777778, 0.019270833333333334, 0.030555555555555555]",TRUE,Clickable,No object detected.,0,0,"(140, 125, 131)",,,
frame_087.png,c1e0bdbd65,icon,"[463, 214, 501, 251]","[0.25104166666666666, 0.2152777777777778, 0.019791666666666666, 0.03425925925925926]",TRUE,Clickable,No object detected.,0,0,"(160, 128, 115)",,,
frame_087.png,1d94ec8b49,icon,"[1297, 762, 1362, 785]","[0.6924479166666667, 0.7162037037037037, 0.033854166666666664, 0.021296296296296296]",TRUE,Clickable,No object detected.,0,0,"(186, 186, 188)",,,
frame_087.png,032150aa4e,icon,"[838, 909, 877, 944]","[0.4466145833333333, 0.8578703703703704, 0.0203125, 0.032407407407407406]",TRUE,Clickable,No object detected.,0,0,"(188, 183, 182)",,,
frame_087.png,e08e374723,icon,"[392, 226, 438, 251]","[0.21614583333333334, 0.22083333333333333, 0.023958333333333335, 0.023148148148148147]",TRUE,Clickable,No object detected.,0,0,"(219, 218, 218)",,,
frame_087.png,995a67acf4,icon,"[1619, 893, 1664, 919]","[0.8549479166666667, 0.8388888888888889, 0.0234375, 0.024074074074074074]",TRUE,Clickable,No object detected.,0,0,"(216, 215, 215)",,,
frame_088.png,5c5687e232,text,"[20, 127, 100, 144]","[0.03125, 0.12546296296296297, 0.041666666666666664, 0.01574074074074074]",FALSE,Text,hyperMILL?,0,0,"(205, 206, 211)",,,
frame_088.png,792bf285f7,text,"[145, 127, 223, 143]","[0.09583333333333334, 0.125, 0.040625, 0.014814814814814815]",FALSE,Text,FOR RESALE,0,0,"(202, 203, 207)",,,
frame_088.png,97a065a809,text,"[233, 127, 612, 144]","[0.22005208333333334, 0.12546296296296297, 0.19739583333333333, 0.01574074074074074]",FALSE,Text,DWac{ Dropbox for Business 316lSpotSizeWalls  2022_01_11,0,0,"(204, 205, 210)",,,
frame_088.png,3ccc404eaa,text,"[648, 124, 792, 144]","[0.375, 0.12407407407407407, 0.075, 0.018518518518518517]",FALSE,Text,Wall3o 316L Wallhmc],0,0,"(209, 211, 215)",,,
frame_088.png,108993c4ee,text,"[105, 152, 149, 168]","[0.06614583333333333, 0.14814814814814814, 0.022916666666666665, 0.014814814814814815]",FALSE,Text,Select,0,0,"(153, 152, 154)",,,
frame_088.png,4eaf5d4bb9,text,"[166, 148, 228, 174]","[0.10260416666666666, 0.14907407407407408, 0.03229166666666667, 0.024074074074074074]",FALSE,Text,Drafting,0,0,"(171, 171, 172)",,,
frame_088.png,dbfd18cb90,text,"[247, 155, 294, 168]","[0.14088541666666668, 0.14953703703703702, 0.024479166666666666, 0.012037037037037037]",FALSE,Text,Curves,0,0,"(142, 140, 140)",,,
frame_088.png,38af2921d7,text,"[313, 151, 365, 172]","[0.1765625, 0.14953703703703702, 0.027083333333333334, 0.019444444444444445]",FALSE,Text,Shapes,0,0,"(158, 157, 158)",,,
frame_088.png,6cf7519cb1,text,"[384, 155, 444, 168]","[0.215625, 0.14953703703703702, 0.03125, 0.012037037037037037]",FALSE,Text,Features,0,0,"(137, 137, 139)",,,
frame_088.png,891622c859,text,"[463, 152, 527, 168]","[0.2578125, 0.14814814814814814, 0.03333333333333333, 0.014814814814814815]",FALSE,Text,Booleans,0,0,"(152, 149, 150)",,,
frame_088.png,95ffdc7325,text,"[547, 152, 596, 170]","[0.29765625, 0.14907407407407408, 0.025520833333333333, 0.016666666666666666]",FALSE,Text,Modify,0,0,"(147, 147, 147)",,,
frame_088.png,b7300bc697,text,"[617, 152, 652, 168]","[0.33046875, 0.14814814814814814, 0.018229166666666668, 0.014814814814814815]",FALSE,Text,View,0,0,"(155, 154, 155)",,,
frame_088.png,26c393745e,text,"[671, 155, 746, 170]","[0.3690104166666667, 0.15046296296296297, 0.0390625, 0.013888888888888888]",FALSE,Text,Workplane,0,0,"(134, 134, 136)",,,
frame_088.png,051f1ef43f,text,"[767, 155, 801, 173]","[0.4083333333333333, 0.15185185185185185, 0.017708333333333333, 0.016666666666666666]",FALSE,Text,Tags,0,0,"(143, 143, 143)",,,
frame_088.png,d269448ad8,text,"[818, 155, 877, 170]","[0.44140625, 0.15046296296296297, 0.030729166666666665, 0.013888888888888888]",FALSE,Text,Analysis,0,0,"(139, 138, 140)",,,
frame_088.png,a90d2c4d30,text,"[1087, 151, 1125, 170]","[0.5760416666666667, 0.1486111111111111, 0.019791666666666666, 0.017592592592592594]",FALSE,Text,Help,0,0,"(159, 159, 159)",,,
frame_088.png,0411a2447d,text,"[193, 182, 258, 199]","[0.11744791666666667, 0.1763888888888889, 0.033854166666666664, 0.01574074074074074]",FALSE,Text,Points ebs.,0,0,"(213, 212, 212)",,,
frame_088.png,e876df575f,text,"[271, 182, 305, 199]","[0.15, 0.1763888888888889, 0.017708333333333333, 0.01574074074074074]",FALSE,Text,delta,0,0,"(210, 208, 211)",,,
frame_088.png,067686fee6,text,"[191, 209, 253, 224]","[0.115625, 0.20046296296296295, 0.03229166666666667, 0.013888888888888888]",FALSE,Text,Pcints cn,0,0,"(212, 211, 212)",,,
frame_088.png,4a1e2c1ce8,text,"[1253, 217, 1336, 238]","[0.67421875, 0.21064814814814814, 0.043229166666666666, 0.019444444444444445]",FALSE,Text,Swiping grid,0,0,"(203, 202, 203)",,,
